product_name,category,product_type,brand,color,size,material,price,discount,rating,stock,occasion,date,description
Puma Digital Watch,Watches,Digital Watch,Puma,Grey,Free,Canvas,3625,23,4.0,114,Formal,2024-06,"Puma Digital Watch made of Canvas, suitable for formal wear."
Zara Jeans,Pants,Jeans,Zara,Green,XL,Polyester,6408,46,4.1,8,Formal,2024-02,"Zara Jeans made of Polyester, suitable for formal wear."
Levis Sneakers,Footwear,Sneakers,Levis,Black,Free,Cotton,6663,20,3.2,118,Casual,2024-11,"Levis Sneakers made of Cotton, suitable for casual wear."
Fossil Duffel Bag,Bags,Duffel Bag,Fossil,Red,Free,Leather,7260,6,4.0,67,Travel,2024-12,"Fossil Duffel Bag made of Leather, suitable for travel wear."
Tommy Hilfiger Chinos,Pants,Chinos,Tommy Hilfiger,Black,M,Leather,2920,47,3.5,152,Sports,2024-11,"Tommy Hilfiger Chinos made of Leather, suitable for sports wear."
Nike Casual Shirt,Shirts,Casual Shirt,Nike,Grey,S,Leather,4598,32,4.5,147,Sports,2024-01,"Nike Casual Shirt made of Leather, suitable for sports wear."
Adidas Denim Shirt,Shirts,Denim Shirt,Adidas,Green,S,Polyester,9023,22,4.7,30,Party,2024-04,"Adidas Denim Shirt made of Polyester, suitable for party wear."
Fossil Backpack,Bags,Backpack,Fossil,Red,Free,Canvas,7237,39,3.5,56,Party,2024-02,"Fossil Backpack made of Canvas, suitable for party wear."
Adidas Sandals,Footwear,Sandals,Adidas,Red,Free,Denim,5404,48,4.9,36,Casual,2024-05,"Adidas Sandals made of Denim, suitable for casual wear."
Nike Sandals,Footwear,Sandals,Nike,White,Free,Canvas,1908,15,4.8,176,Casual,2024-10,"Nike Sandals made of Canvas, suitable for casual wear."
Puma Running Shoes,Footwear,Running Shoes,Puma,Blue,Free,Leather,4698,41,4.8,55,Casual,2024-12,"Puma Running Shoes made of Leather, suitable for casual wear."
H&M Linen Shirt,Shirts,Linen Shirt,H&M,Grey,M,Leather,6595,15,4.6,115,Sports,2024-02,"H&M Linen Shirt made of Leather, suitable for sports wear."
Tommy Hilfiger Sandals,Footwear,Sandals,Tommy Hilfiger,Blue,Free,Cotton,1182,10,4.4,97,Travel,2024-06,"Tommy Hilfiger Sandals made of Cotton, suitable for travel wear."
Fossil Running Shoes,Footwear,Running Shoes,Fossil,Green,Free,Canvas,1131,31,3.1,161,Sports,2024-09,"Fossil Running Shoes made of Canvas, suitable for sports wear."
H&M Duffel Bag,Bags,Duffel Bag,H&M,Red,Free,Cotton,5806,48,4.3,158,Formal,2024-04,"H&M Duffel Bag made of Cotton, suitable for formal wear."
Zara Chinos,Pants,Chinos,Zara,Grey,XL,Cotton,8041,30,3.8,111,Travel,2024-11,"Zara Chinos made of Cotton, suitable for travel wear."
Puma Chinos,Pants,Chinos,Puma,Blue,XL,Leather,3266,37,3.5,97,Casual,2024-06,"Puma Chinos made of Leather, suitable for casual wear."
Fossil Joggers,Pants,Joggers,Fossil,Black,S,Leather,2637,49,3.1,126,Formal,2024-04,"Fossil Joggers made of Leather, suitable for formal wear."
Tommy Hilfiger Trousers,Pants,Trousers,Tommy Hilfiger,Blue,XL,Canvas,9940,42,3.1,79,Sports,2024-06,"Tommy Hilfiger Trousers made of Canvas, suitable for sports wear."
Zara Linen Shirt,Shirts,Linen Shirt,Zara,Grey,XL,Cotton,6666,36,4.0,200,Casual,2024-11,"Zara Linen Shirt made of Cotton, suitable for casual wear."
Zara Analog Watch,Watches,Analog Watch,Zara,Blue,Free,Denim,9256,36,3.5,40,Casual,2024-05,"Zara Analog Watch made of Denim, suitable for casual wear."
Puma Laptop Bag,Bags,Laptop Bag,Puma,Red,Free,Denim,5930,33,3.1,129,Formal,2024-06,"Puma Laptop Bag made of Denim, suitable for formal wear."
Tommy Hilfiger Joggers,Pants,Joggers,Tommy Hilfiger,Green,L,Denim,1473,40,4.0,182,Sports,2024-02,"Tommy Hilfiger Joggers made of Denim, suitable for sports wear."
Tommy Hilfiger Sandals,Footwear,Sandals,Tommy Hilfiger,Red,Free,Cotton,627,30,5.0,60,Party,2024-04,"Tommy Hilfiger Sandals made of Cotton, suitable for party wear."
Fossil Denim Shirt,Shirts,Denim Shirt,Fossil,Blue,S,Polyester,2132,29,4.1,13,Party,2024-03,"Fossil Denim Shirt made of Polyester, suitable for party wear."
Fossil Laptop Bag,Bags,Laptop Bag,Fossil,Brown,Free,Leather,2963,27,4.0,197,Formal,2024-02,"Fossil Laptop Bag made of Leather, suitable for formal wear."
Zara Sneakers,Footwear,Sneakers,Zara,Grey,Free,Denim,3629,26,3.4,95,Casual,2024-10,"Zara Sneakers made of Denim, suitable for casual wear."
H&M Chinos,Pants,Chinos,H&M,Black,S,Cotton,7778,14,4.3,119,Formal,2024-02,"H&M Chinos made of Cotton, suitable for formal wear."
Adidas Formal Shirt,Shirts,Formal Shirt,Adidas,Black,XL,Cotton,2116,41,3.5,98,Formal,2024-05,"Adidas Formal Shirt made of Cotton, suitable for formal wear."
H&M Sneakers,Footwear,Sneakers,H&M,Brown,Free,Denim,1544,21,3.2,138,Casual,2024-03,"H&M Sneakers made of Denim, suitable for casual wear."
Nike Digital Watch,Watches,Digital Watch,Nike,Green,Free,Polyester,6674,10,3.8,177,Sports,2024-03,"Nike Digital Watch made of Polyester, suitable for sports wear."
Puma Smart Watch,Watches,Smart Watch,Puma,Green,Free,Denim,9050,14,3.2,31,Formal,2024-12,"Puma Smart Watch made of Denim, suitable for formal wear."
Fossil Analog Watch,Watches,Analog Watch,Fossil,Red,Free,Canvas,2562,21,4.8,16,Sports,2024-03,"Fossil Analog Watch made of Canvas, suitable for sports wear."
Tommy Hilfiger Analog Watch,Watches,Analog Watch,Tommy Hilfiger,Blue,Free,Polyester,9547,15,4.7,22,Party,2024-09,"Tommy Hilfiger Analog Watch made of Polyester, suitable for party wear."
Puma Running Shoes,Footwear,Running Shoes,Puma,Red,Free,Canvas,4129,18,4.8,43,Casual,2024-05,"Puma Running Shoes made of Canvas, suitable for casual wear."
Puma Formal Shoes,Footwear,Formal Shoes,Puma,Black,Free,Leather,7498,19,4.4,74,Casual,2024-12,"Puma Formal Shoes made of Leather, suitable for casual wear."
Puma Smart Watch,Watches,Smart Watch,Puma,White,Free,Polyester,5626,15,4.1,10,Sports,2024-05,"Puma Smart Watch made of Polyester, suitable for sports wear."
Fossil Sling Bag,Bags,Sling Bag,Fossil,Brown,Free,Cotton,648,29,4.0,73,Travel,2024-02,"Fossil Sling Bag made of Cotton, suitable for travel wear."
Tommy Hilfiger Casual Shirt,Shirts,Casual Shirt,Tommy Hilfiger,Black,XL,Denim,4787,43,4.5,162,Party,2024-01,"Tommy Hilfiger Casual Shirt made of Denim, suitable for party wear."
Tommy Hilfiger Backpack,Bags,Backpack,Tommy Hilfiger,Green,Free,Leather,6013,30,3.5,147,Casual,2024-10,"Tommy Hilfiger Backpack made of Leather, suitable for casual wear."
Tommy Hilfiger Joggers,Pants,Joggers,Tommy Hilfiger,Red,XL,Denim,9931,18,3.9,146,Casual,2024-10,"Tommy Hilfiger Joggers made of Denim, suitable for casual wear."
H&M Duffel Bag,Bags,Duffel Bag,H&M,White,Free,Canvas,5983,40,4.1,34,Formal,2024-06,"H&M Duffel Bag made of Canvas, suitable for formal wear."
Zara Sneakers,Footwear,Sneakers,Zara,Grey,Free,Denim,2314,26,3.7,138,Party,2024-07,"Zara Sneakers made of Denim, suitable for party wear."
Levis Casual Shirt,Shirts,Casual Shirt,Levis,Grey,S,Leather,3122,11,4.3,43,Party,2024-03,"Levis Casual Shirt made of Leather, suitable for party wear."
Tommy Hilfiger Smart Watch,Watches,Smart Watch,Tommy Hilfiger,Black,Free,Canvas,8001,43,3.9,58,Formal,2024-05,"Tommy Hilfiger Smart Watch made of Canvas, suitable for formal wear."
Levis Laptop Bag,Bags,Laptop Bag,Levis,Grey,Free,Denim,906,28,4.3,89,Casual,2024-05,"Levis Laptop Bag made of Denim, suitable for casual wear."
Zara Formal Shoes,Footwear,Formal Shoes,Zara,Blue,Free,Cotton,1767,9,4.9,53,Travel,2024-03,"Zara Formal Shoes made of Cotton, suitable for travel wear."
Adidas Linen Shirt,Shirts,Linen Shirt,Adidas,Green,L,Denim,868,23,4.2,125,Casual,2024-08,"Adidas Linen Shirt made of Denim, suitable for casual wear."
Puma Backpack,Bags,Backpack,Puma,Black,Free,Cotton,8749,39,3.9,55,Travel,2024-03,"Puma Backpack made of Cotton, suitable for travel wear."
Tommy Hilfiger Chinos,Pants,Chinos,Tommy Hilfiger,Blue,M,Polyester,4202,46,4.2,113,Party,2024-07,"Tommy Hilfiger Chinos made of Polyester, suitable for party wear."
Levis Smart Watch,Watches,Smart Watch,Levis,Green,Free,Cotton,4905,42,5.0,139,Party,2024-11,"Levis Smart Watch made of Cotton, suitable for party wear."
H&M Joggers,Pants,Joggers,H&M,Red,M,Polyester,9286,19,4.7,46,Travel,2024-12,"H&M Joggers made of Polyester, suitable for travel wear."
Fossil Formal Shoes,Footwear,Formal Shoes,Fossil,Green,Free,Cotton,8905,35,3.8,180,Formal,2024-07,"Fossil Formal Shoes made of Cotton, suitable for formal wear."
Levis Formal Shoes,Footwear,Formal Shoes,Levis,White,Free,Polyester,7381,37,3.7,1,Travel,2024-10,"Levis Formal Shoes made of Polyester, suitable for travel wear."
Zara Digital Watch,Watches,Digital Watch,Zara,Brown,Free,Leather,7922,20,4.9,172,Sports,2024-12,"Zara Digital Watch made of Leather, suitable for sports wear."
Puma Formal Shirt,Shirts,Formal Shirt,Puma,Black,M,Canvas,954,22,4.3,125,Party,2024-05,"Puma Formal Shirt made of Canvas, suitable for party wear."
Nike Duffel Bag,Bags,Duffel Bag,Nike,Red,Free,Denim,3914,14,4.1,24,Sports,2024-03,"Nike Duffel Bag made of Denim, suitable for sports wear."
Levis Casual Shirt,Shirts,Casual Shirt,Levis,Blue,S,Denim,5215,46,4.4,140,Sports,2024-06,"Levis Casual Shirt made of Denim, suitable for sports wear."
Adidas Joggers,Pants,Joggers,Adidas,Brown,M,Denim,5824,12,4.3,29,Party,2024-12,"Adidas Joggers made of Denim, suitable for party wear."
Adidas Joggers,Pants,Joggers,Adidas,Red,XL,Polyester,4947,23,4.6,60,Party,2024-11,"Adidas Joggers made of Polyester, suitable for party wear."
Puma Digital Watch,Watches,Digital Watch,Puma,Blue,Free,Denim,4694,47,5.0,56,Formal,2024-06,"Puma Digital Watch made of Denim, suitable for formal wear."
Tommy Hilfiger Jeans,Pants,Jeans,Tommy Hilfiger,Red,L,Cotton,3912,47,4.3,79,Formal,2024-09,"Tommy Hilfiger Jeans made of Cotton, suitable for formal wear."
H&M Trousers,Pants,Trousers,H&M,Red,XL,Denim,5052,14,3.9,44,Party,2024-07,"H&M Trousers made of Denim, suitable for party wear."
Adidas Sneakers,Footwear,Sneakers,Adidas,Brown,Free,Leather,2314,45,3.7,73,Formal,2024-05,"Adidas Sneakers made of Leather, suitable for formal wear."
Puma Digital Watch,Watches,Digital Watch,Puma,Grey,Free,Leather,8258,39,3.4,44,Sports,2024-02,"Puma Digital Watch made of Leather, suitable for sports wear."
H&M Sandals,Footwear,Sandals,H&M,Grey,Free,Leather,4486,43,4.1,36,Travel,2024-02,"H&M Sandals made of Leather, suitable for travel wear."
Adidas Formal Shoes,Footwear,Formal Shoes,Adidas,Brown,Free,Canvas,2298,36,3.4,67,Casual,2024-05,"Adidas Formal Shoes made of Canvas, suitable for casual wear."
Zara Joggers,Pants,Joggers,Zara,Green,XL,Canvas,7011,42,3.5,146,Party,2024-10,"Zara Joggers made of Canvas, suitable for party wear."
Levis Duffel Bag,Bags,Duffel Bag,Levis,Brown,Free,Cotton,5168,45,4.4,151,Sports,2024-01,"Levis Duffel Bag made of Cotton, suitable for sports wear."
H&M Joggers,Pants,Joggers,H&M,Red,XL,Denim,2487,39,3.3,146,Party,2024-03,"H&M Joggers made of Denim, suitable for party wear."
Puma Smart Watch,Watches,Smart Watch,Puma,Blue,Free,Leather,5888,14,3.9,91,Formal,2024-10,"Puma Smart Watch made of Leather, suitable for formal wear."
Fossil Joggers,Pants,Joggers,Fossil,Black,L,Cotton,7559,12,4.2,148,Sports,2024-06,"Fossil Joggers made of Cotton, suitable for sports wear."
H&M Sandals,Footwear,Sandals,H&M,Red,Free,Cotton,3776,9,4.1,23,Sports,2024-09,"H&M Sandals made of Cotton, suitable for sports wear."
Fossil Digital Watch,Watches,Digital Watch,Fossil,Grey,Free,Polyester,6218,14,3.9,48,Sports,2024-11,"Fossil Digital Watch made of Polyester, suitable for sports wear."
H&M Smart Watch,Watches,Smart Watch,H&M,Grey,Free,Canvas,991,32,4.5,12,Formal,2024-10,"H&M Smart Watch made of Canvas, suitable for formal wear."
Fossil Formal Shirt,Shirts,Formal Shirt,Fossil,Grey,L,Polyester,4149,12,4.2,46,Sports,2024-03,"Fossil Formal Shirt made of Polyester, suitable for sports wear."
H&M Jeans,Pants,Jeans,H&M,Black,M,Cotton,3482,34,4.5,166,Casual,2024-07,"H&M Jeans made of Cotton, suitable for casual wear."
Puma Sandals,Footwear,Sandals,Puma,Blue,Free,Denim,6779,35,3.6,1,Travel,2024-08,"Puma Sandals made of Denim, suitable for travel wear."
Fossil Sandals,Footwear,Sandals,Fossil,Green,Free,Polyester,8467,13,3.7,97,Party,2024-11,"Fossil Sandals made of Polyester, suitable for party wear."
Fossil Linen Shirt,Shirts,Linen Shirt,Fossil,Brown,L,Leather,2501,31,4.8,71,Travel,2024-12,"Fossil Linen Shirt made of Leather, suitable for travel wear."
Puma Smart Watch,Watches,Smart Watch,Puma,Red,Free,Leather,7274,33,4.8,77,Formal,2024-02,"Puma Smart Watch made of Leather, suitable for formal wear."
Nike Sling Bag,Bags,Sling Bag,Nike,Green,Free,Denim,9655,20,3.2,15,Party,2024-07,"Nike Sling Bag made of Denim, suitable for party wear."
Nike Joggers,Pants,Joggers,Nike,Green,XL,Denim,3862,10,4.1,138,Travel,2024-07,"Nike Joggers made of Denim, suitable for travel wear."
Nike Trousers,Pants,Trousers,Nike,Grey,L,Canvas,6923,46,3.9,32,Party,2024-01,"Nike Trousers made of Canvas, suitable for party wear."
Puma Formal Shoes,Footwear,Formal Shoes,Puma,Brown,Free,Cotton,5420,38,4.2,54,Party,2024-10,"Puma Formal Shoes made of Cotton, suitable for party wear."
Tommy Hilfiger Sneakers,Footwear,Sneakers,Tommy Hilfiger,Brown,Free,Polyester,6820,44,3.1,118,Party,2024-07,"Tommy Hilfiger Sneakers made of Polyester, suitable for party wear."
Fossil Formal Shirt,Shirts,Formal Shirt,Fossil,Brown,XL,Denim,8916,13,3.9,159,Party,2024-01,"Fossil Formal Shirt made of Denim, suitable for party wear."
Levis Duffel Bag,Bags,Duffel Bag,Levis,Grey,Free,Leather,6693,22,3.4,55,Sports,2024-01,"Levis Duffel Bag made of Leather, suitable for sports wear."
Tommy Hilfiger Formal Shoes,Footwear,Formal Shoes,Tommy Hilfiger,Grey,Free,Canvas,8907,31,3.7,103,Travel,2024-12,"Tommy Hilfiger Formal Shoes made of Canvas, suitable for travel wear."
Fossil Linen Shirt,Shirts,Linen Shirt,Fossil,Blue,M,Cotton,4952,28,4.5,119,Sports,2024-03,"Fossil Linen Shirt made of Cotton, suitable for sports wear."
Puma Smart Watch,Watches,Smart Watch,Puma,Red,Free,Leather,3348,43,3.1,128,Sports,2024-04,"Puma Smart Watch made of Leather, suitable for sports wear."
Zara Smart Watch,Watches,Smart Watch,Zara,Red,Free,Leather,7699,40,4.2,120,Casual,2024-04,"Zara Smart Watch made of Leather, suitable for casual wear."
H&M Formal Shoes,Footwear,Formal Shoes,H&M,Green,Free,Cotton,6168,15,4.4,11,Casual,2024-07,"H&M Formal Shoes made of Cotton, suitable for casual wear."
Fossil Trousers,Pants,Trousers,Fossil,Blue,S,Denim,2816,36,4.1,56,Formal,2024-04,"Fossil Trousers made of Denim, suitable for formal wear."
H&M Formal Shoes,Footwear,Formal Shoes,H&M,Brown,Free,Leather,5970,42,4.5,155,Formal,2024-10,"H&M Formal Shoes made of Leather, suitable for formal wear."
Puma Linen Shirt,Shirts,Linen Shirt,Puma,Blue,S,Canvas,7660,10,4.2,144,Casual,2024-04,"Puma Linen Shirt made of Canvas, suitable for casual wear."
Tommy Hilfiger Formal Shoes,Footwear,Formal Shoes,Tommy Hilfiger,White,Free,Denim,1533,20,4.3,60,Travel,2024-06,"Tommy Hilfiger Formal Shoes made of Denim, suitable for travel wear."
Tommy Hilfiger Analog Watch,Watches,Analog Watch,Tommy Hilfiger,Blue,Free,Polyester,3993,6,4.2,81,Formal,2024-06,"Tommy Hilfiger Analog Watch made of Polyester, suitable for formal wear."
Zara Casual Shirt,Shirts,Casual Shirt,Zara,Green,M,Leather,8145,45,4.6,7,Sports,2024-09,"Zara Casual Shirt made of Leather, suitable for sports wear."
Tommy Hilfiger Sandals,Footwear,Sandals,Tommy Hilfiger,Blue,Free,Cotton,4450,11,4.3,65,Travel,2024-01,"Tommy Hilfiger Sandals made of Cotton, suitable for travel wear."
Levis Backpack,Bags,Backpack,Levis,Grey,Free,Denim,3504,11,4.2,145,Formal,2024-03,"Levis Backpack made of Denim, suitable for formal wear."
Adidas Linen Shirt,Shirts,Linen Shirt,Adidas,Brown,XL,Cotton,6633,34,4.8,193,Formal,2024-10,"Adidas Linen Shirt made of Cotton, suitable for formal wear."
Levis Analog Watch,Watches,Analog Watch,Levis,Brown,Free,Denim,6391,16,4.3,184,Party,2024-08,"Levis Analog Watch made of Denim, suitable for party wear."
Tommy Hilfiger Trousers,Pants,Trousers,Tommy Hilfiger,Red,L,Cotton,1502,48,3.9,18,Party,2024-07,"Tommy Hilfiger Trousers made of Cotton, suitable for party wear."
Adidas Sandals,Footwear,Sandals,Adidas,Black,Free,Canvas,1895,43,4.8,64,Party,2024-12,"Adidas Sandals made of Canvas, suitable for party wear."
Puma Joggers,Pants,Joggers,Puma,Black,L,Leather,6993,27,4.3,130,Sports,2024-01,"Puma Joggers made of Leather, suitable for sports wear."
Nike Analog Watch,Watches,Analog Watch,Nike,Red,Free,Polyester,3176,48,4.3,53,Party,2024-10,"Nike Analog Watch made of Polyester, suitable for party wear."
Puma Digital Watch,Watches,Digital Watch,Puma,Brown,Free,Cotton,2193,14,4.2,140,Sports,2024-04,"Puma Digital Watch made of Cotton, suitable for sports wear."
Nike Sandals,Footwear,Sandals,Nike,Grey,Free,Canvas,3884,37,4.9,165,Sports,2024-07,"Nike Sandals made of Canvas, suitable for sports wear."
H&M Smart Watch,Watches,Smart Watch,H&M,Grey,Free,Leather,7241,7,4.1,140,Casual,2024-07,"H&M Smart Watch made of Leather, suitable for casual wear."
H&M Analog Watch,Watches,Analog Watch,H&M,Black,Free,Leather,9025,22,4.8,112,Casual,2024-09,"H&M Analog Watch made of Leather, suitable for casual wear."
H&M Sneakers,Footwear,Sneakers,H&M,Brown,Free,Denim,5404,10,4.2,162,Formal,2024-02,"H&M Sneakers made of Denim, suitable for formal wear."
H&M Analog Watch,Watches,Analog Watch,H&M,White,Free,Denim,511,15,5.0,48,Formal,2024-06,"H&M Analog Watch made of Denim, suitable for formal wear."
Levis Joggers,Pants,Joggers,Levis,Blue,L,Denim,3074,11,4.3,35,Casual,2024-02,"Levis Joggers made of Denim, suitable for casual wear."
Levis Formal Shoes,Footwear,Formal Shoes,Levis,Red,Free,Cotton,9289,36,4.7,85,Formal,2024-01,"Levis Formal Shoes made of Cotton, suitable for formal wear."
Levis Sandals,Footwear,Sandals,Levis,Grey,Free,Denim,4388,6,3.1,128,Casual,2024-01,"Levis Sandals made of Denim, suitable for casual wear."
Zara Joggers,Pants,Joggers,Zara,Black,L,Leather,5189,19,3.8,165,Sports,2024-03,"Zara Joggers made of Leather, suitable for sports wear."
Adidas Smart Watch,Watches,Smart Watch,Adidas,Red,Free,Canvas,9676,50,4.0,150,Sports,2024-12,"Adidas Smart Watch made of Canvas, suitable for sports wear."
Puma Sandals,Footwear,Sandals,Puma,Grey,Free,Denim,5680,44,4.9,11,Sports,2024-11,"Puma Sandals made of Denim, suitable for sports wear."
Zara Sling Bag,Bags,Sling Bag,Zara,Green,Free,Denim,1521,45,3.1,199,Party,2024-03,"Zara Sling Bag made of Denim, suitable for party wear."
Puma Denim Shirt,Shirts,Denim Shirt,Puma,Red,XL,Denim,4302,13,3.6,181,Travel,2024-11,"Puma Denim Shirt made of Denim, suitable for travel wear."
H&M Chinos,Pants,Chinos,H&M,Grey,XL,Cotton,7312,34,4.6,175,Travel,2024-07,"H&M Chinos made of Cotton, suitable for travel wear."
Adidas Formal Shirt,Shirts,Formal Shirt,Adidas,Brown,M,Polyester,7088,27,3.9,89,Travel,2024-03,"Adidas Formal Shirt made of Polyester, suitable for travel wear."
Fossil Smart Watch,Watches,Smart Watch,Fossil,Red,Free,Denim,8820,30,4.1,156,Casual,2024-11,"Fossil Smart Watch made of Denim, suitable for casual wear."
Puma Analog Watch,Watches,Analog Watch,Puma,Green,Free,Denim,3741,42,3.8,125,Casual,2024-01,"Puma Analog Watch made of Denim, suitable for casual wear."
H&M Formal Shoes,Footwear,Formal Shoes,H&M,White,Free,Leather,4851,42,3.8,12,Travel,2024-07,"H&M Formal Shoes made of Leather, suitable for travel wear."
Tommy Hilfiger Casual Shirt,Shirts,Casual Shirt,Tommy Hilfiger,Grey,XL,Denim,6622,35,3.3,146,Sports,2024-01,"Tommy Hilfiger Casual Shirt made of Denim, suitable for sports wear."
Levis Trousers,Pants,Trousers,Levis,Brown,S,Leather,4596,15,3.1,104,Travel,2024-10,"Levis Trousers made of Leather, suitable for travel wear."
Zara Sling Bag,Bags,Sling Bag,Zara,Black,Free,Polyester,5363,7,4.7,180,Travel,2024-02,"Zara Sling Bag made of Polyester, suitable for travel wear."
Adidas Analog Watch,Watches,Analog Watch,Adidas,Black,Free,Polyester,8892,16,3.2,60,Party,2024-08,"Adidas Analog Watch made of Polyester, suitable for party wear."
Adidas Sneakers,Footwear,Sneakers,Adidas,Grey,Free,Canvas,5866,36,4.3,33,Casual,2024-08,"Adidas Sneakers made of Canvas, suitable for casual wear."
H&M Joggers,Pants,Joggers,H&M,White,M,Canvas,2599,21,4.7,167,Formal,2024-08,"H&M Joggers made of Canvas, suitable for formal wear."
Levis Digital Watch,Watches,Digital Watch,Levis,Blue,Free,Canvas,7102,7,3.7,148,Casual,2024-10,"Levis Digital Watch made of Canvas, suitable for casual wear."
Nike Formal Shoes,Footwear,Formal Shoes,Nike,Blue,Free,Canvas,4059,27,3.2,167,Travel,2024-06,"Nike Formal Shoes made of Canvas, suitable for travel wear."
Zara Denim Shirt,Shirts,Denim Shirt,Zara,White,L,Polyester,3488,33,3.8,19,Casual,2024-02,"Zara Denim Shirt made of Polyester, suitable for casual wear."
Nike Analog Watch,Watches,Analog Watch,Nike,Black,Free,Canvas,2040,50,4.0,55,Sports,2024-08,"Nike Analog Watch made of Canvas, suitable for sports wear."
Puma Analog Watch,Watches,Analog Watch,Puma,Green,Free,Denim,4069,16,4.1,44,Casual,2024-08,"Puma Analog Watch made of Denim, suitable for casual wear."
Nike Sandals,Footwear,Sandals,Nike,Green,Free,Leather,4659,48,4.3,199,Casual,2024-07,"Nike Sandals made of Leather, suitable for casual wear."
H&M Backpack,Bags,Backpack,H&M,Blue,Free,Canvas,6380,42,3.3,101,Casual,2024-09,"H&M Backpack made of Canvas, suitable for casual wear."
Adidas Laptop Bag,Bags,Laptop Bag,Adidas,Black,Free,Polyester,1136,22,4.7,30,Casual,2024-02,"Adidas Laptop Bag made of Polyester, suitable for casual wear."
Puma Trousers,Pants,Trousers,Puma,Brown,L,Cotton,6424,38,3.8,142,Party,2024-02,"Puma Trousers made of Cotton, suitable for party wear."
Levis Jeans,Pants,Jeans,Levis,Red,XL,Canvas,8072,5,3.5,46,Travel,2024-03,"Levis Jeans made of Canvas, suitable for travel wear."
Fossil Sandals,Footwear,Sandals,Fossil,Grey,Free,Canvas,1911,40,4.6,145,Sports,2024-10,"Fossil Sandals made of Canvas, suitable for sports wear."
Tommy Hilfiger Analog Watch,Watches,Analog Watch,Tommy Hilfiger,Blue,Free,Denim,7531,7,3.5,38,Party,2024-05,"Tommy Hilfiger Analog Watch made of Denim, suitable for party wear."
H&M Linen Shirt,Shirts,Linen Shirt,H&M,Blue,S,Leather,2371,50,3.8,141,Party,2024-08,"H&M Linen Shirt made of Leather, suitable for party wear."
Levis Sling Bag,Bags,Sling Bag,Levis,Green,Free,Denim,4293,8,4.8,162,Party,2024-09,"Levis Sling Bag made of Denim, suitable for party wear."
Adidas Chinos,Pants,Chinos,Adidas,Brown,M,Cotton,8120,17,4.0,180,Casual,2024-10,"Adidas Chinos made of Cotton, suitable for casual wear."
Nike Laptop Bag,Bags,Laptop Bag,Nike,Black,Free,Cotton,5491,39,3.9,132,Party,2024-08,"Nike Laptop Bag made of Cotton, suitable for party wear."
Tommy Hilfiger Duffel Bag,Bags,Duffel Bag,Tommy Hilfiger,Red,Free,Polyester,7194,31,4.3,132,Sports,2024-02,"Tommy Hilfiger Duffel Bag made of Polyester, suitable for sports wear."
Nike Joggers,Pants,Joggers,Nike,Black,M,Cotton,9351,46,4.4,165,Casual,2024-01,"Nike Joggers made of Cotton, suitable for casual wear."
Levis Formal Shoes,Footwear,Formal Shoes,Levis,Grey,Free,Leather,9887,21,3.5,58,Travel,2024-01,"Levis Formal Shoes made of Leather, suitable for travel wear."
Nike Linen Shirt,Shirts,Linen Shirt,Nike,Red,XL,Polyester,6246,5,4.9,53,Party,2024-07,"Nike Linen Shirt made of Polyester, suitable for party wear."
Tommy Hilfiger Joggers,Pants,Joggers,Tommy Hilfiger,Green,S,Polyester,4287,41,4.7,97,Travel,2024-01,"Tommy Hilfiger Joggers made of Polyester, suitable for travel wear."
Nike Sandals,Footwear,Sandals,Nike,Grey,Free,Polyester,7956,35,3.8,17,Party,2024-02,"Nike Sandals made of Polyester, suitable for party wear."
H&M Sandals,Footwear,Sandals,H&M,Grey,Free,Leather,817,45,4.9,66,Sports,2024-11,"H&M Sandals made of Leather, suitable for sports wear."
Zara Linen Shirt,Shirts,Linen Shirt,Zara,Brown,S,Polyester,5954,23,4.4,145,Sports,2024-08,"Zara Linen Shirt made of Polyester, suitable for sports wear."
Nike Duffel Bag,Bags,Duffel Bag,Nike,Brown,Free,Cotton,9582,10,3.1,158,Formal,2024-10,"Nike Duffel Bag made of Cotton, suitable for formal wear."
Adidas Sling Bag,Bags,Sling Bag,Adidas,Black,Free,Leather,925,36,4.9,4,Casual,2024-05,"Adidas Sling Bag made of Leather, suitable for casual wear."
Nike Formal Shoes,Footwear,Formal Shoes,Nike,White,Free,Canvas,748,20,3.8,153,Formal,2024-06,"Nike Formal Shoes made of Canvas, suitable for formal wear."
Fossil Smart Watch,Watches,Smart Watch,Fossil,Grey,Free,Leather,7406,46,3.8,136,Casual,2024-08,"Fossil Smart Watch made of Leather, suitable for casual wear."
Puma Sneakers,Footwear,Sneakers,Puma,White,Free,Canvas,9725,29,4.1,159,Casual,2024-07,"Puma Sneakers made of Canvas, suitable for casual wear."
Fossil Digital Watch,Watches,Digital Watch,Fossil,Red,Free,Canvas,8844,7,3.3,200,Formal,2024-07,"Fossil Digital Watch made of Canvas, suitable for formal wear."
Fossil Sling Bag,Bags,Sling Bag,Fossil,Grey,Free,Denim,2235,10,3.4,47,Sports,2024-08,"Fossil Sling Bag made of Denim, suitable for sports wear."
Puma Sling Bag,Bags,Sling Bag,Puma,Brown,Free,Polyester,8165,5,4.3,161,Party,2024-03,"Puma Sling Bag made of Polyester, suitable for party wear."
H&M Formal Shirt,Shirts,Formal Shirt,H&M,Grey,L,Polyester,5140,45,3.3,69,Party,2024-06,"H&M Formal Shirt made of Polyester, suitable for party wear."
